"","prolific_id","message_framing","nudge","letter","allocated_wild_300","allocated_uk_300","alt","sympathy","behaviour","sufficiency","financial","flood","climate_change","climate_scores","social_norm","social_norm_donation","ego","efficacy","finance_security","experience","connectedness","gender","age","ethnicity","other_ethn","education","MD_index","education_rank"
"288","5cee4a172674040001d07c5b","biodiversity","present","B",0.333333333333333,0.5,0.166666666666667,31,49,8,-0.351198952940204,0,7,0.773941566741575,21,10,23,13,16.5,15,5.16666666666667,"(1) Female",69.5,"(1) White or Caucasian","0","(4) Undergraduate degree",5,4
"289","5d838a08ff957a001cfb9d27","es-global","present","F",0.166666666666667,0.666666666666667,0.166666666666667,30,40,12,0.563621891609653,0,27,-1.62167471641866,23,5,21,8,13.5,16,3.83333333333333,"(3) Male",49.5,"(1) White or Caucasian","0","(2) O-level/GCSE or equivalent including vocational equivalents",10,2
"290","5c9faaa70f85c600017e3e08","es-global","absent","E",0.333333333333333,0.333333333333333,0.333333333333333,31,16,16,-1.09187210212276,0,22,-1.01173139680882,38,2,16,0,11,18,4,"(3) Male",39.5,"(1) White or Caucasian","0","(2) O-level/GCSE or equivalent including vocational equivalents",5,2
"291","5e1e5c3c80e02e1c36679187","es-global","absent","E",0.166666666666667,0.416666666666667,0.416666666666667,40,68,14,-0.659126542870738,0,8,0.717156879916537,31,7,17,11,0,20,5.5,"(1) Female",59.5,"(1) White or Caucasian","0","(4) Undergraduate degree",2,4
"292","5c9234b55df79a001654ae8a","es-local","present","D",0,1,0,14,10,13,-1.09187210212276,2,8,0.661122720246048,23,5,24,6,9.5,17,3.16666666666667,"(1) Female",69.5,"(1) White or Caucasian","0","(3) A-level or equivalent including vocational equivalents",7,3
"293","5849916abb147f0001786ac5","es-global","present","F",0.333333333333333,0.333333333333333,0.333333333333333,40,94,15,-0.421003482786199,0,15,-0.159175263310778,16,5,0,10,6.75,34,5.66666666666667,"(3) Male",59.5,"(1) White or Caucasian","0","(4) Undergraduate degree",3,4
"294","5d4310bbd8e961001b825ca4","biodiversity","absent","A",0,1,0,26,10,15,-1.09187210212276,0,30,-2.0127703913963,29,3,40,2,5.5,10,1,"(3) Male",59.5,"(1) White or Caucasian","0","(4) Undergraduate degree",9,4
"295","56fd111d581aa6000f54d061","biodiversity","absent","A",0.5,0.333333333333333,0.166666666666667,16,13,0,-1.09187210212276,0,0,1.63499068092482,14,10,23,12,20,20,1.66666666666667,"(3) Male",49.5,"(1) White or Caucasian","0","(4) Undergraduate degree",9,4
"296","5b2973a08c745200013b84ae","biodiversity","present","B",0.333333333333333,0.333333333333333,0.333333333333333,34,49,14,-0.29021089663688,1,17,-0.369529927257767,38,10,9,13,0.5,35,6,"(1) Female",49.5,"(2) Other","0","(3) A-level or equivalent including vocational equivalents",1,3
"297","5d0d2e210c09d600174dc856","es-local","present","D",0.333333333333333,0.333333333333333,0.333333333333333,40,80,12,0.563621891609653,0,1,1.5034937812058,22,5,8,14,7.5,17,5.16666666666667,"(3) Male",49.5,"(1) White or Caucasian","0","(4) Undergraduate degree",8,4
"298","56cdee8fe17505000b326a44","es-local","present","D",0,1,0,30,50,18,-0.888578581111682,2,21,-0.884480987432399,27,2,19,10,13.25,34,5.5,"(1) Female",59.5,"(1) White or Caucasian","0","(5) Higher degree",7,5
"299","5deec65311b5c8000a26fad5","biodiversity","present","B",0.166666666666667,0.333333333333333,0.5,35,77,12,0.0553880890819546,0,2,1.40935298793377,24,5,6,18,16.25,34,5.66666666666667,"(3) Male",29.5,"(2) Other","0","(4) Undergraduate degree",5,4
"300","5d128639c5b76100165f832a","biodiversity","absent","A",0.25,0.25,0.5,27,44,15,-0.965487752744778,0,15,-0.0988946132976857,26,10,16,10,5.5,36,3.83333333333333,"(3) Male",49.5,"(1) White or Caucasian","0","(3) A-level or equivalent including vocational equivalents",2,3
"301","5d6d7935834da7000104fefc","es-local","present","D",0.416666666666667,0.416666666666667,0.166666666666667,36,75,20,1.07185569413735,0,38,-2.92720916822516,40,50,4,17,10,20,5,"(1) Female",59.5,"(1) White or Caucasian","0","(2) O-level/GCSE or equivalent including vocational equivalents",3,2
